timestamp,cur_x,cur_y,cur_z,cur_vx,cur_vy,cur_vz,cur_ax,cur_ay,cur_az,not_use,not_use,cur_yaw,des_yaw,des_pos_x,des_pos_y,des_pos_z,des_vel_x,des_vel_y,des_vel_z,des_acc_x,des_acc_y,des_acc_z
1719654824952955857,0.355846,0.0148957,1.94943,0.803114,0.00596079,-0.0601724,0.877065,-0.0370609,-0.511948,0,0,0.144887,0.0359901,0.372993,0.013818,1.99568,0.792468,0.00813235,-0.01397,0.931394,0.0187783,-0.0253217
1719654824973123233,0.372079,0.0150084,1.94808,0.820203,0.00534998,-0.0747282,0.869448,-0.0249102,-0.554702,0,0,0.160643,0.0453704,0.389029,0.0139847,1.99539,0.811137,0.00854053,-0.0144623,0.935512,0.0220251,-0.0239115
1719654824992996442,0.388662,0.0151112,1.94654,0.838385,0.00497487,-0.0773045,0.93978,-0.0118175,0.201776,0,0,0.170527,0.0552993,0.405439,0.0141601,1.9951,0.829887,0.00901278,-0.0149267,0.939445,0.0251852,-0.0225278
1719654825013125504,0.40562,0.0152094,1.94505,0.857361,0.00489501,-0.0712265,0.952038,0.00386805,0.343879,0,0,0.17149,0.0654462,0.422224,0.0143453,1.9948,0.848621,0.00950129,-0.015361,0.934014,0.0236981,-0.0209053
1719654825033066850,0.422957,0.0153091,1.94368,0.876267,0.00512026,-0.0657201,0.933708,0.018181,0.153109,0,0,0.16311,0.0803205,0.439383,0.01454,1.99449,0.867249,0.00996197,-0.0157631,0.928792,0.0224012,-0.0193084
1719654825053263495,0.440667,0.0154159,1.94238,0.89468,0.00559907,-0.0655398,0.906394,0.0289984,-0.150175,0,0,0.147111,0.0805669,0.456914,0.0147436,1.99417,0.885774,0.0103986,-0.0161335,0.923776,0.0212912,-0.0177365
1719654825073119635,0.458741,0.0155342,1.94103,0.912677,0.00625673,-0.0702141,0.897679,0.0362185,-0.273183,0,0,0.12667,0.0880175,0.474814,0.0149555,1.99384,0.904208,0.0107738,-0.0164503,0.91961,0.0162945,-0.0139687
1719654825093182098,0.477174,0.0156669,1.93957,0.930705,0.00702513,-0.0752593,0.906324,0.0400227,-0.217686,0,0,0.105355,0.0957088,0.493081,0.0151739,1.99351,0.92256,0.0110531,-0.0166929,0.915601,0.0117026,-0.0103106
1719654825113066109,0.495971,0.0158155,1.93803,0.949009,0.00783642,-0.0780156,0.924709,0.0405666,-0.0481013,0,0,0.0862971,0.0878615,0.511715,0.0153967,1.99317,0.940825,0.0111931,-0.0168575,0.910997,0.00239051,-0.0061593
1719654825133085011,0.51417,0.0159716,1.93656,0.966791,0.00859089,-0.0767246,0.947191,0.0384386,0.190063,0,0,0.0724143,0.0338904,0.530714,0.0156204,1.99284,0.959001,0.011152,-0.01694,0.906571,-0.0064194,-0.00211378
1719654825153109730,0.533696,0.0161508,1.93507,0.985823,0.00931068,-0.0716533,0.94836,0.0328901,0.243384,0,0,0.0631998,0.0248869,0.550075,0.0158413,1.9925,0.977064,0.0108893,-0.0169664,0.899842,-0.0197355,-0.00052732
1719654825173222006,0.553602,0.0163431,1.93369,1.00471,0.00989274,-0.0669012,0.940729,0.025005,0.237784,0,0,0.0584267,0.00534139,0.569796,0.0160543,1.99216,0.994996,0.0103671,-0.0169612,0.893392,-0.032376,0.00104366
1719654825193093391,0.573884,0.0165454,1.9324,1.02347,0.0102987,-0.0618144,0.933567,0.0152501,0.258922,0,0,0.0559033,0.00533922,0.589874,0.0162543,1.99182,1.0128,0.00959874,-0.0169248,0.887216,-0.0443512,0.00259935
1719654825213226994,0.59454,0.0167537,1.93122,1.04211,0.010491,-0.0558973,0.931087,0.00367084,0.342433,0,0,0.0535786,0.000256444,0.610307,0.0164373,1.99148,1.03052,0.00869893,-0.0168442,0.884243,-0.0456122,0.00544016
1719654825233135779,0.615568,0.0169633,1.93018,1.06071,0.010433,-0.0481123,0.928281,-0.00973626,0.428662,0,0,0.0500405,-0.00506676,0.631094,0.0166021,1.99115,1.04817,0.00777494,-0.0167077,0.881348,-0.0467708,0.00820251
1719654825253961596,0.636968,0.0171691,1.9293,1.07922,0.0100941,-0.0389945,0.921804,-0.0242324,0.474946,0,0,0.0447217,-0.00258778,0.652233,0.0167488,1.99081,1.06575,0.00691272,-0.0165005,0.876358,-0.0395025,0.0124933
1719654825273172659,0.658736,0.0173652,1.92862,1.09756,0.00946568,-0.0293587,0.912184,-0.0384125,0.47996,0,0,0.0376092,-3.69278e-05,0.673723,0.0168796,1.99049,1.08323,0.00619277,-0.0162089,0.871494,-0.0325441,0.0166373
1719654825293081497,0.680869,0.0175459,1.92813,1.1157,0.0085714,-0.0199688,0.900789,-0.0505067,0.453875,0,0,0.0291969,-5.72818e-05,0.695562,0.0169974,1.99017,1.10061,0.00560892,-0.0158359,0.866757,-0.025891,0.0206366
1719654825313295668,0.703362,0.0177066,1.92782,1.13361,0.00747043,-0.0111773,0.890294,-0.0588432,0.424899,0,0,0.0203536,-0.00807006,0.717747,0.0171047,1.98985,1.1179,0.00513396,-0.0153723,0.862474,-0.0216415,0.0256916
1719654825333016298,0.726212,0.017844,1.92768,1.15133,0.00625004,-0.00285327,0.882091,-0.0623381,0.409772,0,0,0.0119794,-0.0164159,0.740277,0.0172033,1.98955,1.13511,0.00474184,-0.0148095,0.858254,-0.0176056,0.0305589
1719654825353106514,0.749414,0.0179565,1.9277,1.1689,0.00501163,0.00523209,0.874871,-0.0606531,0.396695,0,0,0.00463713,-0.0165062,0.763151,0.0172949,1.98926,1.15223,0.00442833,-0.0141512,0.854099,-0.0137801,0.0352414
1719654825373133811,0.772967,0.018045,1.92788,1.18632,0.00385473,0.0130031,0.867636,-0.0543494,0.378118,0,0,-0.00155249,-0.0263784,0.786366,0.0173807,1.98899,1.16933,0.00414896,-0.0134648,0.856054,-0.0141654,0.033419
1719654825392999475,0.796866,0.0181118,1.92822,1.2036,0.0028602,0.0203318,0.85979,-0.0446586,0.350872,0,0,-0.00663923,-0.0453818,0.809924,0.0174608,1.98872,1.18647,0.00386137,-0.0128138,0.85779,-0.0146025,0.0316987
1719654825413156060,0.82111,0.0181608,1.92869,1.22071,0.0020796,0.0269795,0.850538,-0.0332556,0.305895,0,0,-0.0108558,-0.0513538,0.833826,0.017535,1.98847,1.20365,0.00355455,-0.012183,0.859524,-0.0160813,0.0313924
1719654825433045614,0.845693,0.0181965,1.92929,1.23764,0.00152798,0.0327564,0.84283,-0.022085,0.272466,0,0,-0.0148375,-0.057599,0.858071,0.0176028,1.98824,1.22085,0.00321805,-0.0115577,0.860951,-0.0175706,0.0311385
1719654825452983886,0.870614,0.0182233,1.93,1.25444,0.00118376,0.038004,0.837219,-0.0127521,0.251108,0,0,-0.019257,-0.0618802,0.882659,0.0176636,1.98801,1.23803,0.00285893,-0.0109571,0.856673,-0.0183509,0.0289421
1719654825473110525,0.89587,0.0182449,1.93081,1.27114,0.00099766,0.0428433,0.833171,-0.00642434,0.2309,0,0,-0.0244827,-0.0663755,0.907591,0.017717,1.9878,1.25512,0.00248361,-0.0103994,0.852313,-0.0191913,0.0268477
1719654825493107141,0.92146,0.0182638,1.93171,1.28778,0.000902974,0.0472385,0.830259,-0.00364124,0.206921,0,0,-0.0305868,-0.0667029,0.932864,0.0177628,1.98759,1.27212,0.00209089,-0.00988252,0.847874,-0.0200909,0.0248541
1719654825513009797,0.947381,0.0182812,1.93269,1.30436,0.000829308,0.0511119,0.827935,-0.00424158,0.178449,0,0,-0.0374038,-0.067035,0.958475,0.0178005,1.9874,1.28903,0.00167959,-0.00940454,0.843357,-0.0210487,0.0229601
1719654825533136654,0.973634,0.0182967,1.93375,1.3209,0.000715528,0.0543905,0.825745,-0.0074956,0.148598,0,0,-0.044563,-0.0731078,0.984424,0.0178299,1.98722,1.30577,0.00125154,-0.008957,0.83086,-0.0217685,0.0218096
1719654825553086248,1.00022,0.0183093,1.93487,1.33739,0.000518742,0.0571204,0.823651,-0.0123564,0.125545,0,0,-0.051567,-0.0796098,1.0107,0.0178505,1.98704,1.32227,0.000808355,-0.00853155,0.818508,-0.022562,0.0207507
1719654825573119300,1.02578,0.0183166,1.93597,1.35302,0.000235518,0.0593443,0.82078,-0.017456,0.108055,0,0,-0.0577312,-0.0723885,1.03731,0.0178622,1.98688,1.33863,0.00037356,-0.0081332,0.817997,-0.0209029,0.0191028
