timestamp,cur_x,cur_y,cur_z,cur_vx,cur_vy,cur_vz,cur_ax,cur_ay,cur_az,not_use,not_use,cur_yaw,des_yaw,des_pos_x,des_pos_y,des_pos_z,des_vel_x,des_vel_y,des_vel_z,des_acc_x,des_acc_y,des_acc_z
1719805547308720382,28.7078,55.2718,3.24612,0.0495213,1.39484,0.42479,-0.714172,-1.54595,-0.479846,0,0,-0.0138745,0,28.7246,55.5898,3.31322,-0.0732672,1.4239,0.0346541,-0.220202,-0.146255,-1.13627
1719805547802111791,28.6865,55.9557,3.26466,-0.0859699,1.29972,-0.15542,-0.0120107,-1.28913,-0.0663971,0,0,-0.00069,0,28.6515,56.3166,3.1531,-0.212338,1.53142,-0.676036,-0.155464,0.436927,-1.18705
1719805548321292721,28.5968,56.7476,2.89657,-0.22354,1.52569,-0.822206,0.0410193,-1.26825,1.03422,0,0,0.000933235,0,28.5142,57.0898,2.70884,-0.326573,1.49108,-0.990717,-0.0515726,-0.419438,0.11861
1719805548800739459,28.4516,57.4544,2.45055,-0.336304,1.29846,-0.844139,0.128378,-1.35175,1.18715,0,0,0.00116343,0,28.3696,57.7523,2.31832,-0.203216,1.12566,-0.439182,0.531822,-0.833156,1.72119
1719805549299728779,28.3418,58.0084,2.25092,-0.0967838,0.882471,-0.0614508,0.394448,-1.28449,0.755318,0,0,0.00506225,0,28.3138,58.1889,2.27306,-0.0375095,0.613062,0.191102,0.307896,-0.944781,0.911264
1719805549801164423,28.3282,58.3157,2.35715,0.0143299,0.376775,0.332792,0.0733908,-0.882746,-0.11341,0,0,0.000775259,0,28.3258,58.3902,2.43383,0.0836124,0.234037,0.386354,0.275569,-0.452534,0.1085
1719805550298076410,28.3672,58.4314,2.54739,0.119278,0.127168,0.347867,-0.00538584,-0.331753,-0.425236,0,0,3.30618e-05,0,28.3873,58.4694,2.61109,0.153819,0.124394,0.301192,0.159205,0.0379176,-0.171633
1719805550811233562,28.4471,58.4997,2.69909,0.159352,0.134651,0.212477,-0.144208,-0.109846,-0.37049,0,0,-0.000177322,0,28.4591,58.5205,2.72068,0.110387,0.068259,0.127271,-0.128301,-0.110005,-0.3075
1719805551301101784,28.4979,58.541,2.75411,0.0531476,0.0389585,0.041268,-0.182376,-0.156033,-0.193744,0,0,-0.000317156,0,28.4875,58.5333,2.74224,0.00617351,-0.0123702,-0.0261003,-0.107059,-0.0688789,-0.143306
1719805551809385306,28.4962,58.5361,2.73867,-0.0399886,-0.0400663,-0.0628114,-0.0402768,-0.0269528,0.00974829,0,0,-1.04082e-05,0,28.4849,58.5177,2.70455,0.0031713,-0.0385981,-0.112581,0.126438,0.0599894,-0.0146276
1719805552303880081,28.4921,58.5164,2.68664,0.0208368,-0.0350684,-0.117805,0.0674183,0.0475999,0.101168,0,0,-3.84018e-05,0,28.4796,58.4948,2.6493,-0.0377925,-0.0531021,-0.0901408,-0.0533461,0.0480764,0.19467
1719805552807671185,28.4799,58.4921,2.64014,-0.0611907,-0.0525742,-0.0569034,-0.0335486,0.0344377,0.122491,0,0,2.02245e-05,0,28.4483,58.4714,2.60845,-0.0747386,-0.0312425,-0.075631,0.0839335,0.146302,0.141623
